time_s,x_m,y_m,yaw_rad,yaw_deg
0.000000000,0.000000000,0.000000000,0.000000000,0.000000
0.033387423,0.000000000,0.000000000,0.000002907,0.000167
0.100021124,0.000000000,0.000000000,0.000064552,0.003699
0.133358955,0.000000000,0.000000000,0.000072681,0.004164
0.200042486,0.000000000,0.000000000,0.000106543,0.006104
0.233417034,0.000000000,0.000000000,0.000100626,0.005765
0.300062418,0.000000000,0.000000000,0.000045854,0.002627
0.333387613,0.000000000,0.000000000,0.000017665,0.001012
0.400143862,0.000000000,0.000000000,-0.000041378,-0.002371
0.433357239,0.000000000,0.000000000,-0.000068627,-0.003932
0.500150681,0.000000000,0.000000000,-0.000059666,-0.003419
0.533349991,0.000000000,0.000000000,-0.000044694,-0.002561
0.600149393,0.000000000,0.000000000,-0.000005187,-0.000297
0.633318186,0.000000000,0.000000000,0.000010679,0.000612
0.700005293,0.000000000,0.000000000,-0.000031992,-0.001833
0.733292580,0.000000000,0.000000000,-0.000036168,-0.002072
0.800159454,0.000000000,0.000000000,-0.000023964,-0.001373
0.833536863,0.000000000,0.000000000,-0.000023525,-0.001348
0.900078058,0.000000000,0.000000000,-0.000027113,-0.001553
0.933384418,0.000000000,0.000000000,-0.000065714,-0.003765
1.000136137,0.000000000,0.000000000,-0.000095101,-0.005449
1.033449173,0.000000000,0.000000000,-0.000059433,-0.003405
1.100107670,0.001298802,-0.000000070,-0.000164000,-0.009396
1.133408546,0.003201359,-0.000000177,0.000212627,0.012183
1.200076818,0.005714361,0.000000083,0.002384753,0.136636
1.233453035,0.008819770,0.000004068,0.003499437,0.200503
1.300071955,0.013170620,0.000015989,0.004754730,0.272426
1.333432674,0.017468549,0.000031472,0.005321348,0.304891
1.400123596,0.024168926,0.000062765,0.006515537,0.373313
1.433422565,0.029101036,0.000091251,0.007779046,0.445706
1.500135899,0.036451030,0.000144685,0.008159885,0.467527
1.533514738,0.041905598,0.000187101,0.007224115,0.413911
1.600158215,0.049970882,0.000245472,0.006256901,0.358494
1.633441687,0.055126179,0.000278186,0.006710983,0.384511
1.700092077,0.063792889,0.000334361,0.007113974,0.407601
1.733482361,0.069345200,0.000373336,0.005518909,0.316210
1.800287724,0.077597504,0.000419890,0.002896015,0.165929
1.833413601,0.083022101,0.000434589,0.002100044,0.120324
